#	Content	Google Maps Link	Link	Bedrooms	Bathrooms	SQFT	Photos	Monthly Cost	Full Address	Length	Distance (mi)	Duration (HH:MM:SS)	Street	City	State	Zip Code	StatAtlas	Population	Higher or lower than average	Above/Below Average Population	Households	White	Hispanic	Black	Asian	Mixed	Other	Sum
6	9915 E Franklin Ave9915 E Franklin Ave, Glenn Dale, MD 20769	https://www.google.com/maps/place/9915+E+Franklin+Ave+Glenn+Dale+MD+20769/	https://www.apartments.com/9915-e-franklin-ave-glenn-dale-md/8fxr5l0/	1	1	--	10	650.00	9915 E Franklin Ave, Glenn Dale, MD 20769	41	6.0	00:13:00	9915 E Franklin Ave	Glenn Dale	MD	20769	https://statisticalatlas.com/zip/20769/Race-and-Ethnicity	6972	Lower than Average Population	-0.81	2175	0.15	0.09	0.64	0.07	0.04	0.01	1.00
3	5122 Decatur St5122 Decatur St, Hyattsville, MD 20781	https://www.google.com/maps/place/5122+Decatur+St+Hyattsville+MD+20781/	https://www.apartments.com/5122-decatur-st-hyattsville-md/vy5zl1d/	1	1	--	3	750.00	5122 Decatur St, Hyattsville, MD 20781	38	9.3	00:23:00	5122 Decatur St	Hyattsville	MD	20781	https://statisticalatlas.com/zip/20781/Race-and-Ethnicity	11379	Lower than Average Population	-0.70	3853	0.24	0.40	0.31	0.02	0.02	0.01	1.00
19	1961 Lewis Ave1961 Lewis Ave, Rockville, MD 20851	https://www.google.com/maps/place/1961+Lewis+Ave+Rockville+MD+20851/	https://www.apartments.com/1961-lewis-ave-rockville-md/e6lrrfm/	1	1	150	8	1,200.00	1961 Lewis Ave, Rockville, MD 20851	35	26.6	00:41:00	1961 Lewis Ave	Rockville	MD	20851	https://statisticalatlas.com/zip/20851/Race-and-Ethnicity	14972	Lower than Average Population	-0.60	4891	0.36	0.36	0.09	0.15	0.04	0.00	1.00
37	403 Calvin Ln, Rockville, MD 20851	https://www.google.com/maps/place/403+Calvin+Ln+Rockville+MD+20851/	https://www.apartments.com/403-calvin-ln-rockville-md/fcvpczr/	1	1	--	2	750.00	403 Calvin Ln, Rockville, MD 20851	34	29.6	00:41:00	403 Calvin Ln	Rockville	MD	20851	https://statisticalatlas.com/zip/20851/Race-and-Ethnicity	14972	Lower than Average Population	-0.60	4891	0.36	0.36	0.09	0.15	0.04	0.00	1.00
16	7726 Acrocomia Dr7726 Acrocomia Dr, Severn, MD 21076	https://www.google.com/maps/place/7726+Acrocomia+Dr+Severn+MD+21076/	https://www.apartments.com/7726-acrocomia-dr-severn-md/mcx9tel/	1	1	--	19	949.00	7726 Acrocomia Dr, Severn, MD 21076	35	25.5	00:36:00	7726 Acrocomia Dr	Severn	MD	21076	https://statisticalatlas.com/zip/21076/Race-and-Ethnicity	15909	Lower than Average Population	-0.57	6348	0.47	0.05	0.27	0.15	0.05	0.01	1.00
25	2863 Chain Bridge Rd2863 Chain Bridge Rd, Vienna, VA 22181	https://www.google.com/maps/place/2863+Chain+Bridge+Rd+Vienna+VA+22181/	https://www.apartments.com/2863-chain-bridge-rd-vienna-va/dtj9f5l/	1	1	188	21	850.00	2863 Chain Bridge Rd, Vienna, VA 22181	38	41.7	00:49:00	2863 Chain Bridge Rd	Vienna	VA	22181	https://statisticalatlas.com/zip/22181/Race-and-Ethnicity	15586	Lower than Average Population	-0.58	5233	0.64	0.10	0.05	0.16	0.04	0.00	1.00
9	2235 Quincy St NE2235 Quincy St NE, Washington, DC 20018	https://www.google.com/maps/place/2235+Quincy+St+NE+Washington+DC+20018/	https://www.apartments.com/2235-quincy-st-ne-washington-dc/fmrsget/	1	1	--	20	1,000.00	2235 Quincy St NE, Washington, DC 20018	39	13.6	00:24:00	2235 Quincy St NE	Washington	DC	20018	https://statisticalatlas.com/zip/20018/Race-and-Ethnicity	20363	Lower than Average Population	-0.46	7861	0.12	0.04	0.81	0.01	0.01	0.00	1.00
10	3504 18th St NE3504 18th St NE, Washington, DC 20018	https://www.google.com/maps/place/3504+18th+St+NE+Washington+DC+20018/	https://www.apartments.com/3504-18th-st-ne-washington-dc/dyffeml/	1	1	--	20	975.00	3504 18th St NE, Washington, DC 20018	37	13.7	00:25:00	3504 18th St NE	Washington	DC	20018	https://statisticalatlas.com/zip/20018/Race-and-Ethnicity	20363	Lower than Average Population	-0.46	7861	0.12	0.04	0.81	0.01	0.01	0.00	1.00
44	2609 Franklin St NE, Washington, DC 20018	https://www.google.com/maps/place/2609+Franklin+St+NE+Washington+DC+20018/	https://www.apartments.com/2609-franklin-st-ne-washington-dc/gwg3nrx/	1	1	--	15	825.00	2609 Franklin St NE, Washington, DC 20018	41	13.0	00:22:00	2609 Franklin St NE	Washington	DC	20018	https://statisticalatlas.com/zip/20018/Race-and-Ethnicity	20363	Lower than Average Population	-0.46	7861	0.12	0.04	0.81	0.01	0.01	0.00	1.00
18	5220 57th Ave5220 57th Ave, Riverdale, MD 20737	https://www.google.com/maps/place/5220+57th+Ave+Riverdale+MD+20737/	https://www.apartments.com/5220-57th-ave-riverdale-md/dwycznl/	1	1	110	2	680.00	5220 57th Ave, Riverdale, MD 20737	34	9.1	00:24:00	5220 57th Ave	Riverdale	MD	20737	https://statisticalatlas.com/zip/20737/Race-and-Ethnicity	21922	Lower than Average Population	-0.41	5798	0.12	0.49	0.33	0.03	0.02	0.01	1.00
